ik14,Uniprot,E3 ligase,cell_ribes,active,dc50_nM,dmax_pct,ribes_seen,ribes_proba_standard,ribes_major_standard,ribes_proba_target,ribes_major_target
YALIJINQGHADRA,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.48748103,0,0.31803504,0
YAQFFVWVNFWKSY,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.50363564,1,0.27474725,0
YAROSLHUTOCQHE,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.51383394,1,0.27039018,0
YDQJNTYQLKYGDA,O60885,CRBN,HEK293T,1,91.0,98.0,False,0.7766426,1,0.6412177,1
YDSIHFQQFOMKLW,P01116,CRBN,AsPC-1,0,1000.0,50.0,False,0.4983994,0,0.3347298,0
YDSSGSFQYZPROQ,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.49701047,0,0.34710023,0
YDXGLXSGGLHGPG,Q92793,CRBN,RS4;11,1,1.45,99.0,False,0.75634176,1,0.59030944,1
YEBLVGIRTINSCW,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.48887625,0,0.26889008,0
YFEMRRDWCBPEPU,O60885,CRBN,HEK293T,0,103.0,89.0,False,0.77321124,1,0.6481151,1
YFRPALABJCDXSI,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5119035,1,0.27315024,0
YGQPHRIYSFWECL,Q92793,CRBN,22Rv1,0,2.0,57.5,False,0.7186697,1,0.54026634,1
YHETUEINSPJYOH,P09874,CRBN,HCT 116,0,20000.0,32.77,False,0.751185,1,0.45847872,0
YHJRUTZUIKOAAH,P01116,CRBN,AsPC-1,0,250.0,50.0,False,0.45962858,0,0.3147845,0
YHLWMZQWXHPQAS,Q9H8M2,CRBN,HEK293,1,49.0,99.0,False,0.48983422,0,0.39649236,0
YHMPXHIAAMNQIN,P03372,CRBN,MCF-7,0,0.011,73.0,False,0.49388924,0,0.2716548,0
YINXRHBANVHQMY,P25440,CRBN,MV4-11,1,0.3,98.0,False,0.76361775,1,0.67321044,1
YKHQHSABZFWTIC,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.4504751,0,0.32076547,0
YKNCBQZAFZIWSX,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.52276933,1,0.27820414,0
YLCCKMAJUCGEMO,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45516762,0,0.3159738,0
YLSZFDJVLKZOBQ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5107352,1,0.27959275,0
YMMKUKGITHRLPG,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.48252273,0,0.3395925,0
YMVRCVMMAZWAJM,Q92918,CRBN,Jurkat,1,2.1,93.0,False,0.4220341,0,0.46379313,0
YOQASZIMEWDOQF,P10275,CRBN,LNCaP,0,539.5,100.0,False,0.6341701,1,0.5622203,1
YPHNRJJXIRMLCD,P03372,CRBN,MCF-7,1,0.1393,100.0,False,0.49439225,0,0.27263585,0
YQYHHQWWWNOOKZ,P00533,VHL,HCC827,0,250.0,94.0,False,0.6559391,1,0.5455595,1
YRAXWSWUXNZXEI,Q92793,CRBN,VCaP,0,850.0,43.0,False,0.872312,1,0.66032916,1
YRFWMYLCBNWJEI,P01116,VHL,AsPC-1,0,571.9,98.9,False,0.5362075,1,0.3221178,0
YRLBDMOISHPRMW,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.43469712,0,0.3001561,0
YRMYHBHIFJXIGI,Q08881,CRBN,Jurkat,1,26.7,95.0,False,0.6571571,1,0.5324419,1
YVXTYEKDOUWSSR,P10275,VHL,LNCaP,0,212.0,59.0,False,0.6552661,1,0.57080346,1
YWMGYZOTBRTAPC,Q06187,CRBN,JeKo-1,1,7.0,96.5,False,0.7941747,1,0.67477113,1
YWUNYWODKIAGET,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.49647856,0,0.2750719,0
YZGOHLDCHGJLSU,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44792914,0,0.31426182,0
YZSAJFVSANFUKR,P03372,CRBN,MCF-7,0,27.5,62.5,False,0.45115495,0,0.25802338,0
ZBLUHWGHQCDXPZ,Q9H8M2,CRBN,HEK293,0,585.0,45.0,False,0.47997138,0,0.37398314,0
ZBNHSSRODJHXLX,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5287158,1,0.2973918,0
ZCOPIRBPZIGHDU,O60885,CRBN,HEK293,1,2.3,98.0,False,0.78531104,1,0.6411929,1
ZDIXSZMEOKTHNY,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.44100752,0,0.36980632,0
ZEBCDQYGDUWIRO,Q92918,CRBN,Jurkat,1,11.0,91.0,False,0.4569774,0,0.42630053,0
ZETUMISSKGCCDQ,P01116,VHL,AsPC-1,0,1822.0,89.5,False,0.5201354,1,0.30388224,0
ZFNPGRKSSUUBPW,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.45747972,0,0.3879219,0
ZFPPZANCBCHIBI,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.50382274,1,0.3342475,0
ZGPNXKLXPYNPQS,P01116,CRBN,AsPC-1,0,1000.0,25.0,False,0.4610081,0,0.30366647,0
ZGRDOVMMKHCMTA,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5266816,1,0.2851395,0
ZINWKRRJFFHFNJ,Q9H8M2,CRBN,HEK293,1,84.0,98.0,False,0.4857037,0,0.37194058,0
ZIUVTWBLWUJBEY,P50750,CRBN,MOLM-13,0,100.0,75.3,False,0.45561972,0,0.3893758,0
ZIWYDZVCVGTCDI,Q9H8M2,CRBN,HEK293,0,2521.0,65.0,False,0.47151628,0,0.38160095,0
ZJPSMLNQMKTKJJ,P09874,CRBN,HCT 116,0,20000.0,15.66,False,0.7269512,1,0.4496503,0
ZJVJGKQPQHVYSL,P03372,CRBN,MCF-7,1,0.05,89.0,False,0.49039817,0,0.27079198,0
ZKHJDOCZHQUBCZ,P01116,CRBN,AsPC-1,0,1000.0,50.0,False,0.48559523,0,0.33582136,0
ZKMPZGMDXOECHS,O60885,CRBN,HEK293,1,1.9,95.0,False,0.79857284,1,0.65198296,1
ZKQAJOXLLFEVTK,P09874,CRBN,HCT 116,0,40.0,57.09,False,0.71596193,1,0.45814815,0
ZLOIRWPQMNYBGL,Q08881,CRBN,Jurkat,1,9.0,90.0,False,0.6315513,1,0.506952,1
ZLPNUFSEIVRDOK,O60885,CRBN,HEK293T,1,41.0,86.0,False,0.7945636,1,0.6438733,1
ZNECZZKRMJMPEX,Q92918,CRBN,Jurkat,1,55.0,86.0,False,0.40342426,0,0.4291785,0
ZNZALUOUNWVYJN,P10275,CRBN,LNCaP,1,18.0,85.0,False,0.6377454,1,0.5349039,1
ZOHWFBXCBZWQOF,P01116,CRBN,AsPC-1,0,100.0,70.0,False,0.38952914,0,0.30041984,0
ZOUWJSGGCIZRQH,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.49799788,0,0.2710286,0
ZOUZDKJIHOEVRI,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.53280497,1,0.28062645,0
ZPYLDDHVODJBLD,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.47604623,0,0.27884805,0
ZQBPERKIXUCCNQ,P29597,VHL,Jurkat,0,5007.0,51.5,False,0.6350985,1,0.48996654,0
ZRCHTNWZJSGBTQ,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.513653,1,0.2766133,0
ZREFLFMSMWOJIS,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5401419,1,0.3054732,0
ZSULAKQIVKYPMS,Q06187,CRBN,TMD8,1,1.7,95.0,False,0.8811757,1,0.6560395,1
ZTLBMWCJSVCNQM,Q92793,CRBN,VCaP,1,0.65,95.0,False,0.8742449,1,0.61984724,1
ZTQZAOMTCIBFNG,Q92918,CRBN,Jurkat,0,1063.3,58.5,False,0.45213044,0,0.4992771,0
ZUAOSWXWYFMGRN,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5322397,1,0.29484794,0
ZWQJQEMPNYBFQE,Q08881,CRBN,Jurkat,0,220.5,75.0,False,0.6439505,1,0.5294838,1
ZWWVXLXRJJSTQN,P01116,CRBN,AsPC-1,0,250.0,25.0,False,0.50776744,1,0.3341472,0
ZXEZOPTWSHMEHU,Q92793,CRBN,RS4;11,1,3.7,85.0,False,0.761184,1,0.58174807,1
ZXEZSPAYGZVVCZ,Q9H8M2,CRBN,HEK293,1,92.0,99.0,False,0.4842262,0,0.38938823,0
ZXNULVVIUVDDCE,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.54023075,1,0.28459978,0
ZXVRYWSSUREJGW,P03372,CRBN,MCF-7,0,5.0,75.0,False,0.49875775,0,0.27150849,0
ZZUHCIBVSLMEGQ,P03372,CRBN,MCF-7,0,5.0,50.0,False,0.5279605,1,0.28866777,0
